atr_mult,rebound,vol_block,atr_fast,atr_slow,final,max_dd_pct,months_up_pct,median_year_pct,years_up,trades_per_year,ruined
4.2,0.45,1.2,10,288,620.54,30.35,49.3,2.84,14,132.0,False
4.2,0.45,1.2,10,400,447.51,33.64,47.1,3.23,15,130.0,False
4.2,0.45,1.2,15,150,727.36,34.36,56.4,7.21,16,136.0,False
4.2,0.45,1.2,15,200,530.93,38.89,52.9,5.4,14,132.0,False
4.2,0.45,1.2,15,288,625.99,38.07,46.7,5.07,14,135.0,False
4.2,0.45,1.2,15,400,837.17,26.12,54.6,2.92,14,139.0,False
4.2,0.45,1.2,20,150,666.02,38.49,46.7,2.71,12,142.0,False
4.2,0.45,1.2,20,200,285.16,32.57,47.6,0.31,11,135.0,False
4.2,0.45,1.2,20,288,386.39,54.83,50.2,0.66,11,143.0,False
4.2,0.45,1.2,20,400,467.26,57.6,49.8,5.6,12,142.0,False
4.2,0.45,1.2,30,150,315.83,38.78,43.2,1.6,12,152.0,False
4.2,0.45,1.2,30,200,509.9,55.31,50.2,8.6,14,144.0,False
4.2,0.45,1.2,30,288,150.48,67.51,46.7,0.64,12,155.0,False
4.2,0.45,1.2,30,400,147.61,79.98,46.3,-0.53,9,150.0,False
4.2,0.55,0.8,5,150,1596.64,19.21,64.3,7.99,18,72.0,False
4.2,0.55,0.8,5,200,1486.24,19.56,61.2,8.48,19,70.0,False
4.2,0.55,0.8,5,288,1306.84,19.17,62.1,5.65,19,66.0,False
4.2,0.55,0.8,5,400,1339.2,18.35,62.1,5.09,19,68.0,False
4.2,0.55,0.8,10,150,1262.01,18.32,61.7,5.89,18,78.0,False
4.2,0.55,0.8,10,200,1033.72,19.21,60.8,6.15,16,78.0,False
4.2,0.55,0.8,10,288,1618.41,18.65,60.8,5.41,19,80.0,False
4.2,0.55,0.8,10,400,1561.18,18.69,63.9,9.34,19,75.0,False
4.2,0.55,0.8,15,150,1683.11,18.62,62.6,8.62,18,82.0,False
4.2,0.55,0.8,15,200,1426.16,20.72,63.9,8.61,18,84.0,False
4.2,0.55,0.8,15,288,1748.73,20.1,69.2,4.01,19,83.0,False
4.2,0.55,0.8,15,400,1642.01,21.45,67.0,8.25,18,80.0,False
4.2,0.55,0.8,20,150,1133.56,17.45,61.7,6.47,17,83.0,False
4.2,0.55,0.8,20,200,1397.68,18.23,65.2,4.23,17,86.0,False
4.2,0.55,0.8,20,288,1489.83,21.38,70.0,5.9,19,84.0,False
4.2,0.55,0.8,20,400,1397.05,19.94,63.4,6.52,18,81.0,False
4.2,0.55,0.8,30,150,1695.84,9.68,61.2,7.58,19,84.0,False
4.2,0.55,0.8,30,200,1308.66,19.83,62.1,7.86,18,91.0,False
4.2,0.55,0.8,30,288,1759.36,20.03,65.6,7.05,19,95.0,False
4.2,0.55,0.8,30,400,1637.21,9.4,66.5,6.92,18,88.0,False
4.2,0.55,0.9,5,150,1451.91,18.08,60.4,6.05,18,79.0,False
4.2,0.55,0.9,5,200,1203.11,18.36,63.9,4.09,19,76.0,False
4.2,0.55,0.9,5,288,1203.02,19.31,64.3,5.12,19,76.0,False
4.2,0.55,0.9,5,400,1229.97,18.46,63.0,6.05,19,78.0,False
4.2,0.55,0.9,10,150,1353.38,17.42,59.5,4.99,17,86.0,False
4.2,0.55,0.9,10,200,1365.46,19.4,59.9,7.09,16,90.0,False
4.2,0.55,0.9,10,288,1283.09,20.88,60.4,5.48,19,87.0,False
4.2,0.55,0.9,10,400,1281.83,18.96,58.6,5.52,19,86.0,False
4.2,0.55,0.9,15,150,1434.88,23.88,63.9,7.43,19,94.0,False
4.2,0.55,0.9,15,200,1617.26,23.53,62.1,5.55,19,100.0,False
4.2,0.55,0.9,15,288,1335.75,24.59,63.4,6.8,18,100.0,False
4.2,0.55,0.9,15,400,1706.8,23.61,67.0,5.19,19,94.0,False
4.2,0.55,0.9,20,150,1127.22,18.09,60.8,4.94,19,97.0,False
4.2,0.55,0.9,20,200,1044.3,17.95,62.6,6.19,17,95.0,False
4.2,0.55,0.9,20,288,1030.82,16.85,55.1,6.35,18,98.0,False
4.2,0.55,0.9,20,400,1118.95,18.4,63.4,6.12,19,96.0,False
4.2,0.55,0.9,30,150,1258.08,13.2,61.7,4.2,17,102.0,False
4.2,0.55,0.9,30,200,1399.67,18.42,61.2,10.01,17,108.0,False
4.2,0.55,0.9,30,288,1146.03,20.27,63.9,8.04,19,104.0,False
4.2,0.55,0.9,30,400,1452.83,20.49,60.8,6.78,18,104.0,False
4.2,0.55,1.0,5,150,1127.31,18.56,59.5,10.41,19,92.0,False
4.2,0.55,1.0,5,200,1179.08,19.01,60.8,6.08,18,85.0,False
4.2,0.55,1.0,5,288,1129.82,19.63,59.5,6.31,17,88.0,False
4.2,0.55,1.0,5,400,1262.59,20.85,55.9,4.45,17,90.0,False
4.2,0.55,1.0,10,150,1105.64,22.62,58.6,8.67,18,100.0,False
4.2,0.55,1.0,10,200,1339.49,20.47,56.8,6.76,17,95.0,False
4.2,0.55,1.0,10,288,1358.41,17.95,59.9,4.91,18,100.0,False
4.2,0.55,1.0,10,400,1504.87,17.92,61.7,5.94,19,101.0,False
4.2,0.55,1.0,15,150,1386.02,26.7,64.3,9.32,18,105.0,False
4.2,0.55,1.0,15,200,1125.6,24.4,57.7,7.95,18,104.0,False
4.2,0.55,1.0,15,288,900.35,25.88,56.8,4.67,18,109.0,False
4.2,0.55,1.0,15,400,1245.6,24.48,61.2,7.3,19,114.0,False
4.2,0.55,1.0,20,150,1264.1,21.38,58.6,6.4,19,110.0,False
4.2,0.55,1.0,20,200,1126.99,17.7,59.9,5.63,18,107.0,False
4.2,0.55,1.0,20,288,1110.36,19.16,59.5,6.02,18,112.0,False
4.2,0.55,1.0,20,400,1051.16,18.7,57.7,8.28,19,111.0,False
4.2,0.55,1.0,30,150,890.54,29.98,58.1,8.31,16,118.0,False
4.2,0.55,1.0,30,200,862.13,24.06,57.7,7.49,17,116.0,False
4.2,0.55,1.0,30,288,1293.69,23.44,55.5,7.53,17,126.0,False
4.2,0.55,1.0,30,400,882.59,20.26,58.1,3.38,18,125.0,False
4.2,0.55,1.1,5,150,968.04,26.36,57.3,10.57,18,99.0,False
4.2,0.55,1.1,5,200,1052.79,25.23,57.7,9.36,18,98.0,False
4.2,0.55,1.1,5,288,914.44,26.9,57.7,7.56,17,100.0,False
4.2,0.55,1.1,5,400,822.25,22.89,50.7,6.73,16,99.0,False
4.2,0.55,1.1,10,150,1342.44,18.51,59.0,8.65,18,115.0,False
4.2,0.55,1.1,10,200,1000.99,18.39,52.0,3.97,17,104.0,False
4.2,0.55,1.1,10,288,1439.45,20.76,61.2,8.23,18,112.0,False
4.2,0.55,1.1,10,400,998.4,18.7,60.4,7.99,17,112.0,False
4.2,0.55,1.1,15,150,1247.13,21.96,59.9,6.22,17,120.0,False
4.2,0.55,1.1,15,200,702.45,22.27,53.3,6.04,18,117.0,False
4.2,0.55,1.1,15,288,874.85,24.08,57.7,4.94,16,123.0,False
4.2,0.55,1.1,15,400,913.3,23.56,56.4,5.21,16,119.0,False
4.2,0.55,1.1,20,150,1042.86,35.95,53.3,5.45,15,121.0,False
4.2,0.55,1.1,20,200,769.5,34.55,56.8,7.54,18,119.0,False
4.2,0.55,1.1,20,288,949.04,33.26,56.4,5.17,16,125.0,False
4.2,0.55,1.1,20,400,967.82,20.22,57.7,8.6,18,126.0,False
4.2,0.55,1.1,30,150,870.32,40.18,50.7,6.73,17,134.0,False
4.2,0.55,1.1,30,200,850.53,27.14,57.3,11.52,15,130.0,False
4.2,0.55,1.1,30,288,797.24,36.82,55.9,6.28,16,139.0,False
4.2,0.55,1.1,30,400,624.6,20.81,56.8,6.53,15,135.0,False
4.2,0.55,1.2,5,150,808.78,30.66,55.9,7.17,16,101.0,False
4.2,0.55,1.2,5,200,726.68,22.45,51.5,4.02,19,96.0,False
4.2,0.55,1.2,5,288,430.69,35.99,46.7,5.06,14,103.0,False
4.2,0.55,1.2,5,400,664.15,32.62,58.1,3.59,16,105.0,False
4.2,0.55,1.2,10,150,1109.32,18.16,53.3,9.19,18,122.0,False
4.2,0.55,1.2,10,200,855.33,22.98,55.9,8.47,18,111.0,False
4.2,0.55,1.2,10,288,648.57,18.03,52.4,2.64,16,125.0,False
4.2,0.55,1.2,10,400,787.94,24.59,52.0,2.42,18,125.0,False
4.2,0.55,1.2,15,150,547.31,38.9,49.8,4.57,17,128.0,False
4.2,0.55,1.2,15,200,648.68,40.5,48.5,5.43,15,122.0,False
4.2,0.55,1.2,15,288,564.0,25.83,48.9,2.51,14,129.0,False
4.2,0.55,1.2,15,400,404.7,39.51,51.1,1.99,14,129.0,False
4.2,0.55,1.2,20,150,427.63,26.78,49.3,3.83,16,137.0,False
4.2,0.55,1.2,20,200,535.78,40.31,52.9,1.26,15,123.0,False
4.2,0.55,1.2,20,288,286.73,24.67,49.3,2.94,14,134.0,False
4.2,0.55,1.2,20,400,512.88,30.73,50.2,8.46,14,140.0,False
4.2,0.55,1.2,30,150,544.59,44.01,51.1,2.19,15,144.0,False
4.2,0.55,1.2,30,200,505.51,48.12,51.5,1.1,14,140.0,False
4.2,0.55,1.2,30,288,436.78,55.28,50.7,0.59,12,148.0,False
4.2,0.55,1.2,30,400,554.96,46.33,54.2,2.55,14,150.0,False
4.2,0.65,0.8,5,150,1497.2,18.74,61.2,6.63,16,63.0,False
4.2,0.65,0.8,5,200,1675.15,18.38,65.2,5.6,18,61.0,False
4.2,0.65,0.8,5,288,1238.37,19.78,60.8,5.51,19,64.0,False
4.2,0.65,0.8,5,400,1499.83,18.38,63.4,5.93,17,67.0,False
4.2,0.65,0.8,10,150,1196.58,19.37,59.0,8.49,17,70.0,False
4.2,0.65,0.8,10,200,1175.8,19.37,59.9,6.06,18,67.0,False
4.2,0.65,0.8,10,288,1461.28,19.44,63.0,6.52,18,70.0,False
4.2,0.65,0.8,10,400,1366.67,20.2,62.1,5.09,19,71.0,False
4.2,0.65,0.8,15,150,1291.56,19.46,60.4,7.08,18,74.0,False
4.2,0.65,0.8,15,200,1764.89,19.02,66.5,5.26,19,80.0,False
4.2,0.65,0.8,15,288,1511.68,20.38,64.8,6.23,19,76.0,False
4.2,0.65,0.8,15,400,1884.18,19.51,70.0,5.77,19,71.0,False
4.2,0.65,0.8,20,150,1388.96,20.18,62.1,8.25,18,76.0,False
4.2,0.65,0.8,20,200,1515.51,20.65,63.0,7.55,19,78.0,False
4.2,0.65,0.8,20,288,1233.05,21.04,64.3,7.02,18,81.0,False
4.2,0.65,0.8,20,400,1898.49,20.04,67.0,7.05,19,79.0,False
4.2,0.65,0.8,30,150,1607.62,13.59,63.4,5.52,19,80.0,False
4.2,0.65,0.8,30,200,1441.25,19.44,60.8,5.3,18,85.0,False
4.2,0.65,0.8,30,288,1537.92,19.44,67.0,5.64,18,84.0,False
4.2,0.65,0.8,30,400,1565.65,13.63,63.0,7.93,17,79.0,False
4.2,0.65,0.9,5,150,1181.21,18.58,58.1,8.69,19,78.0,False
4.2,0.65,0.9,5,200,1185.02,18.6,61.2,9.82,18,73.0,False
4.2,0.65,0.9,5,288,1182.49,18.89,60.8,7.16,18,74.0,False
4.2,0.65,0.9,5,400,1368.58,18.89,59.0,6.81,17,78.0,False
4.2,0.65,0.9,10,150,1320.39,20.0,63.9,5.92,18,80.0,False
4.2,0.65,0.9,10,200,1063.8,19.37,61.7,6.2,19,84.0,False
4.2,0.65,0.9,10,288,1142.65,19.49,62.1,7.37,18,85.0,False
4.2,0.65,0.9,10,400,1141.33,20.31,60.8,6.12,17,80.0,False
4.2,0.65,0.9,15,150,1276.71,23.91,59.0,5.59,19,86.0,False
4.2,0.65,0.9,15,200,1580.49,23.88,63.9,8.62,19,89.0,False
4.2,0.65,0.9,15,288,1522.67,24.07,61.7,6.05,19,89.0,False
4.2,0.65,0.9,15,400,1659.2,22.38,65.2,8.84,17,89.0,False
4.2,0.65,0.9,20,150,1283.51,17.17,62.1,5.94,19,89.0,False
4.2,0.65,0.9,20,200,1217.35,17.45,64.3,5.5,18,93.0,False
4.2,0.65,0.9,20,288,1428.7,20.17,64.8,6.11,18,91.0,False
4.2,0.65,0.9,20,400,1396.29,20.58,63.0,5.09,19,93.0,False
4.2,0.65,0.9,30,150,1488.28,15.77,62.6,6.39,18,96.0,False
4.2,0.65,0.9,30,200,1644.49,19.44,67.4,8.26,19,100.0,False
4.2,0.65,0.9,30,288,1417.39,19.44,65.6,7.68,18,103.0,False
4.2,0.65,0.9,30,400,1492.9,19.44,66.1,7.4,16,97.0,False
4.2,0.65,1.0,5,150,1100.57,17.75,61.7,6.15,18,86.0,False
4.2,0.65,1.0,5,200,967.73,18.76,60.4,4.64,18,79.0,False
4.2,0.65,1.0,5,288,1116.46,19.35,60.8,9.3,17,87.0,False
4.2,0.65,1.0,5,400,966.43,18.87,56.4,9.38,18,87.0,False
4.2,0.65,1.0,10,150,1383.63,21.03,61.2,9.08,19,93.0,False
4.2,0.65,1.0,10,200,1376.3,18.94,63.4,8.28,18,91.0,False
4.2,0.65,1.0,10,288,1074.55,18.94,59.0,5.64,18,91.0,False
4.2,0.65,1.0,10,400,1075.69,20.62,59.0,7.47,19,95.0,False
4.2,0.65,1.0,15,150,1273.1,24.29,63.0,5.81,19,102.0,False
4.2,0.65,1.0,15,200,1380.78,24.17,65.6,8.71,19,96.0,False
4.2,0.65,1.0,15,288,1091.97,26.82,58.6,8.61,17,104.0,False
4.2,0.65,1.0,15,400,1067.95,23.81,60.4,8.64,19,103.0,False
4.2,0.65,1.0,20,150,1333.43,17.89,61.7,9.15,18,105.0,False
4.2,0.65,1.0,20,200,1222.66,19.71,58.1,6.48,18,100.0,False
4.2,0.65,1.0,20,288,908.96,24.75,60.4,3.94,17,105.0,False
4.2,0.65,1.0,20,400,1077.68,22.0,61.7,7.14,18,103.0,False
4.2,0.65,1.0,30,150,1288.83,22.8,58.1,5.07,17,108.0,False
4.2,0.65,1.0,30,200,1091.72,25.6,57.3,6.89,17,111.0,False
4.2,0.65,1.0,30,288,1036.91,21.1,55.1,6.28,17,118.0,False
4.2,0.65,1.0,30,400,1382.82,20.59,57.7,10.37,17,117.0,False
4.2,0.65,1.1,5,150,887.14,23.22,55.5,6.74,17,87.0,False
4.2,0.65,1.1,5,200,964.35,22.56,57.3,5.26,18,88.0,False
4.2,0.65,1.1,5,288,1120.57,18.64,59.5,6.78,19,90.0,False
4.2,0.65,1.1,5,400,859.56,18.6,56.8,7.61,16,92.0,False
4.2,0.65,1.1,10,150,1217.34,20.56,58.1,7.27,18,104.0,False
4.2,0.65,1.1,10,200,1066.33,21.44,60.4,7.03,17,101.0,False
4.2,0.65,1.1,10,288,998.5,23.83,55.9,7.37,17,99.0,False
4.2,0.65,1.1,10,400,1066.99,22.53,62.1,8.42,17,104.0,False
4.2,0.65,1.1,15,150,1092.96,26.19,56.8,7.76,19,112.0,False
4.2,0.65,1.1,15,200,1281.59,35.4,57.3,4.92,18,107.0,False
4.2,0.65,1.1,15,288,1121.67,35.45,54.2,11.81,17,114.0,False
4.2,0.65,1.1,15,400,1129.84,25.02,60.8,5.9,17,115.0,False
4.2,0.65,1.1,20,150,1192.58,24.26,59.0,8.7,18,118.0,False
4.2,0.65,1.1,20,200,1142.18,24.27,59.5,9.94,17,111.0,False
4.2,0.65,1.1,20,288,768.86,20.78,53.3,3.46,17,120.0,False
4.2,0.65,1.1,20,400,981.86,24.85,58.6,3.45,16,124.0,False
4.2,0.65,1.1,30,150,767.09,23.27,53.3,5.19,17,124.0,False
4.2,0.65,1.1,30,200,947.26,21.78,57.3,4.98,19,120.0,False
4.2,0.65,1.1,30,288,609.9,23.17,55.9,1.7,14,132.0,False
4.2,0.65,1.1,30,400,981.59,21.65,56.4,7.12,18,129.0,False
4.2,0.65,1.2,5,150,843.69,22.65,52.9,8.78,17,96.0,False
4.2,0.65,1.2,5,200,498.56,20.45,51.1,5.58,15,92.0,False
4.2,0.65,1.2,5,288,736.7,22.23,54.2,6.33,15,98.0,False
4.2,0.65,1.2,5,400,701.43,23.27,52.4,2.98,17,96.0,False
4.2,0.65,1.2,10,150,1102.88,19.92,60.8,9.07,18,114.0,False
4.2,0.65,1.2,10,200,783.9,22.86,56.8,5.83,17,109.0,False
4.2,0.65,1.2,10,288,1027.63,21.53,59.0,8.3,15,115.0,False
4.2,0.65,1.2,10,400,1018.5,25.49,59.0,4.49,16,116.0,False
4.2,0.65,1.2,15,150,757.32,40.32,53.7,11.2,16,122.0,False
4.2,0.65,1.2,15,200,1130.52,46.71,55.1,4.45,15,117.0,False
4.2,0.65,1.2,15,288,994.52,28.35,58.6,6.14,18,125.0,False
4.2,0.65,1.2,15,400,973.12,33.16,54.6,12.26,17,126.0,False
4.2,0.65,1.2,20,150,726.1,31.82,53.7,1.54,15,132.0,False
4.2,0.65,1.2,20,200,650.25,32.91,53.3,5.29,16,118.0,False
4.2,0.65,1.2,20,288,532.99,22.7,53.7,2.1,15,132.0,False
4.2,0.65,1.2,20,400,420.38,35.66,54.6,3.24,14,132.0,False
4.2,0.65,1.2,30,150,631.1,40.78,52.4,5.02,14,139.0,False
4.2,0.65,1.2,30,200,537.46,34.39,51.5,3.69,13,133.0,False
4.2,0.65,1.2,30,288,705.64,31.03,50.2,6.89,15,138.0,False
4.2,0.65,1.2,30,400,458.45,35.67,53.7,1.33,12,145.0,False
4.2,0.75,0.8,5,150,1483.25,19.04,61.7,5.38,18,62.0,False
4.2,0.75,0.8,5,200,1562.86,20.21,63.0,6.57,19,63.0,False
4.2,0.75,0.8,5,288,1451.25,20.19,60.8,5.83,17,59.0,False
4.2,0.75,0.8,5,400,1434.39,18.28,68.7,7.7,18,57.0,False
4.2,0.75,0.8,10,150,1527.73,19.84,65.6,8.38,17,66.0,False
4.2,0.75,0.8,10,200,1269.26,19.45,66.5,5.74,19,69.0,False
4.2,0.75,0.8,10,288,1485.74,19.45,63.9,6.89,19,66.0,False
4.2,0.75,0.8,10,400,1483.08,19.48,67.4,6.37,18,67.0,False
4.2,0.75,0.8,15,150,1626.62,18.53,66.1,8.85,17,71.0,False
4.2,0.75,0.8,15,200,1500.48,23.08,67.4,5.02,19,71.0,False
4.2,0.75,0.8,15,288,1781.09,18.25,70.0,6.92,19,74.0,False
4.2,0.75,0.8,15,400,1475.15,19.01,67.0,5.89,19,68.0,False
4.2,0.75,0.8,20,150,1571.68,20.51,66.1,8.64,19,73.0,False
4.2,0.75,0.8,20,200,1284.01,21.24,63.0,6.65,17,75.0,False
4.2,0.75,0.8,20,288,1489.71,21.31,64.3,7.49,19,77.0,False
4.2,0.75,0.8,20,400,1485.07,20.39,66.5,8.3,19,72.0,False
4.2,0.75,0.8,30,150,1131.7,16.32,62.1,6.0,16,74.0,False
4.2,0.75,0.8,30,200,1289.93,19.87,62.1,6.52,18,79.0,False
4.2,0.75,0.8,30,288,1759.37,19.87,67.0,7.12,18,82.0,False
4.2,0.75,0.8,30,400,1596.18,17.28,61.2,4.45,19,77.0,False
4.2,0.75,0.9,5,150,1258.2,20.03,64.8,7.54,18,69.0,False
4.2,0.75,0.9,5,200,959.1,22.23,58.1,9.2,17,69.0,False
4.2,0.75,0.9,5,288,1122.46,18.77,61.2,7.0,18,68.0,False
4.2,0.75,0.9,5,400,1093.54,18.05,63.0,9.23,19,71.0,False
4.2,0.75,0.9,10,150,1169.6,19.9,58.1,7.42,18,78.0,False
4.2,0.75,0.9,10,200,1318.46,19.49,62.6,7.3,17,74.0,False
4.2,0.75,0.9,10,288,960.28,19.49,57.7,5.82,18,79.0,False
4.2,0.75,0.9,10,400,1115.49,19.49,66.1,4.09,17,80.0,False
4.2,0.75,0.9,15,150,1757.29,18.66,63.0,5.38,19,84.0,False
4.2,0.75,0.9,15,200,1547.95,23.31,67.0,8.73,19,81.0,False
4.2,0.75,0.9,15,288,1533.33,23.86,63.4,6.42,17,85.0,False
4.2,0.75,0.9,15,400,1545.83,18.37,64.8,7.58,18,83.0,False
4.2,0.75,0.9,20,150,1451.49,21.52,62.1,6.77,19,85.0,False
4.2,0.75,0.9,20,200,1130.25,20.62,62.6,9.15,19,85.0,False
4.2,0.75,0.9,20,288,1268.35,20.28,62.6,5.14,18,89.0,False
4.2,0.75,0.9,20,400,1420.33,21.66,64.3,7.32,18,87.0,False
4.2,0.75,0.9,30,150,1331.26,18.43,64.3,9.02,19,88.0,False
4.2,0.75,0.9,30,200,1303.61,19.87,58.1,7.8,17,93.0,False
4.2,0.75,0.9,30,288,1323.34,19.87,61.2,5.26,17,96.0,False
4.2,0.75,0.9,30,400,1610.33,19.87,65.2,7.53,18,91.0,False
4.2,0.75,1.0,5,150,1347.26,20.73,62.1,7.97,19,80.0,False
4.2,0.75,1.0,5,200,1159.19,21.52,60.4,4.45,18,75.0,False
4.2,0.75,1.0,5,288,1208.64,20.54,60.4,9.25,19,81.0,False
4.2,0.75,1.0,5,400,890.68,20.1,58.6,7.13,15,79.0,False
4.2,0.75,1.0,10,150,1072.93,21.41,59.0,7.28,19,85.0,False
4.2,0.75,1.0,10,200,1293.1,20.06,60.4,7.4,19,84.0,False
4.2,0.75,1.0,10,288,1497.72,19.27,62.1,5.79,19,90.0,False
4.2,0.75,1.0,10,400,1302.47,20.03,61.2,7.55,18,88.0,False
4.2,0.75,1.0,15,150,1240.63,24.9,63.0,6.91,18,94.0,False
4.2,0.75,1.0,15,200,1349.13,25.04,64.3,7.66,19,94.0,False
4.2,0.75,1.0,15,288,1478.1,25.47,61.7,8.94,18,94.0,False
4.2,0.75,1.0,15,400,1177.81,23.98,58.6,8.69,17,98.0,False
4.2,0.75,1.0,20,150,1170.38,21.42,62.6,7.02,19,98.0,False
4.2,0.75,1.0,20,200,1040.82,20.81,61.7,8.17,18,98.0,False
4.2,0.75,1.0,20,288,1408.45,19.24,66.1,8.99,18,100.0,False
4.2,0.75,1.0,20,400,1329.26,16.66,66.5,6.01,17,102.0,False
4.2,0.75,1.0,30,150,1117.7,27.77,61.7,6.14,17,100.0,False
4.2,0.75,1.0,30,200,1517.81,25.29,64.3,4.86,17,107.0,False
4.2,0.75,1.0,30,288,860.59,20.68,60.4,8.83,19,107.0,False
4.2,0.75,1.0,30,400,1359.38,22.33,62.1,8.81,18,107.0,False
4.2,0.75,1.1,5,150,845.48,18.76,56.4,7.84,15,84.0,False
4.2,0.75,1.1,5,200,1093.49,19.65,61.2,6.18,18,82.0,False
4.2,0.75,1.1,5,288,948.84,19.83,57.3,8.78,18,84.0,False
4.2,0.75,1.1,5,400,987.62,22.33,58.6,6.6,18,88.0,False
4.2,0.75,1.1,10,150,1378.28,19.94,61.2,7.2,18,101.0,False
4.2,0.75,1.1,10,200,1284.5,20.28,61.2,7.49,18,94.0,False
4.2,0.75,1.1,10,288,908.09,20.15,59.9,8.08,17,96.0,False
4.2,0.75,1.1,10,400,581.04,19.98,55.1,5.71,16,94.0,False
4.2,0.75,1.1,15,150,1155.79,28.6,57.7,9.06,18,109.0,False
4.2,0.75,1.1,15,200,816.86,26.97,54.6,4.99,18,100.0,False
4.2,0.75,1.1,15,288,966.47,37.24,58.1,9.0,17,108.0,False
4.2,0.75,1.1,15,400,709.52,32.21,51.5,5.28,17,108.0,False
4.2,0.75,1.1,20,150,1160.71,19.24,59.5,6.69,19,111.0,False
4.2,0.75,1.1,20,200,1135.24,16.44,59.9,5.12,19,105.0,False
4.2,0.75,1.1,20,288,822.13,18.62,58.6,4.92,18,111.0,False
4.2,0.75,1.1,20,400,1148.57,20.2,60.4,12.48,18,119.0,False
4.2,0.75,1.1,30,150,952.92,24.66,55.1,6.03,18,119.0,False
4.2,0.75,1.1,30,200,1041.06,20.4,57.7,9.48,17,116.0,False
4.2,0.75,1.1,30,288,813.86,20.88,59.5,8.26,17,123.0,False
4.2,0.75,1.1,30,400,860.17,21.27,57.7,6.7,18,120.0,False
4.2,0.75,1.2,5,150,611.05,21.85,53.3,5.95,17,88.0,False
4.2,0.75,1.2,5,200,868.2,19.44,55.1,4.05,14,84.0,False
4.2,0.75,1.2,5,288,814.18,20.95,56.8,1.98,18,92.0,False
4.2,0.75,1.2,5,400,865.04,23.6,58.6,8.9,18,88.0,False
4.2,0.75,1.2,10,150,950.16,23.74,57.3,8.57,18,102.0,False
4.2,0.75,1.2,10,200,1008.11,20.55,53.3,6.0,18,100.0,False
4.2,0.75,1.2,10,288,1078.34,21.68,55.5,6.28,17,107.0,False
4.2,0.75,1.2,10,400,859.1,24.19,58.6,4.82,17,108.0,False
4.2,0.75,1.2,15,150,907.52,41.73,51.5,5.93,17,116.0,False
4.2,0.75,1.2,15,200,717.7,43.75,54.6,7.99,16,109.0,False
4.2,0.75,1.2,15,288,918.06,42.71,56.4,2.15,14,116.0,False
4.2,0.75,1.2,15,400,390.0,42.23,49.3,2.3,13,119.0,False
4.2,0.75,1.2,20,150,754.12,20.7,56.4,9.25,18,122.0,False
4.2,0.75,1.2,20,200,1083.03,33.23,58.1,6.41,18,119.0,False
4.2,0.75,1.2,20,288,1076.84,26.31,52.4,5.22,17,124.0,False
4.2,0.75,1.2,20,400,801.26,27.74,55.9,8.82,17,122.0,False
4.2,0.75,1.2,30,150,651.8,32.86,53.7,3.89,16,133.0,False
4.2,0.75,1.2,30,200,867.07,41.8,53.7,7.47,15,126.0,False
4.2,0.75,1.2,30,288,620.83,26.15,49.8,5.81,13,137.0,False
4.2,0.75,1.2,30,400,560.37,30.04,52.4,5.63,13,136.0,False
4.6,0.35,0.8,5,150,1572.84,20.06,67.0,4.97,19,74.0,False
4.6,0.35,0.8,5,200,1534.6,20.1,63.0,8.03,18,71.0,False
4.6,0.35,0.8,5,288,1259.89,19.49,66.1,8.77,18,71.0,False
4.6,0.35,0.8,5,400,1124.61,20.1,63.4,5.64,19,74.0,False
4.6,0.35,0.8,10,150,1614.21,17.62,65.6,6.19,19,83.0,False
4.6,0.35,0.8,10,200,1178.19,17.6,59.5,6.48,17,83.0,False
4.6,0.35,0.8,10,288,1398.24,18.28,59.0,6.28,19,81.0,False
4.6,0.35,0.8,10,400,1324.33,17.61,60.4,8.18,18,81.0,False
4.6,0.35,0.8,15,150,1449.31,19.86,59.9,5.89,18,83.0,False
4.6,0.35,0.8,15,200,1554.21,18.56,63.4,7.04,18,85.0,False
4.6,0.35,0.8,15,288,1696.15,19.18,61.7,7.08,19,84.0,False
4.6,0.35,0.8,15,400,1748.53,19.08,63.4,6.48,18,80.0,False
4.6,0.35,0.8,20,150,1509.2,18.58,61.7,8.01,18,94.0,False
4.6,0.35,0.8,20,200,1840.28,17.75,67.8,6.54,19,94.0,False
4.6,0.35,0.8,20,288,1446.99,17.54,62.1,6.77,19,89.0,False
4.6,0.35,0.8,20,400,1320.09,19.09,59.9,7.86,19,86.0,False
4.6,0.35,0.8,30,150,1489.7,21.79,63.4,8.87,18,92.0,False
4.6,0.35,0.8,30,200,1134.07,18.69,59.9,10.71,16,98.0,False
4.6,0.35,0.8,30,288,966.26,18.78,58.6,8.66,18,95.0,False
4.6,0.35,0.8,30,400,1290.83,20.85,61.2,11.4,19,91.0,False
4.6,0.35,0.9,5,150,1134.81,21.25,57.3,6.92,18,87.0,False
4.6,0.35,0.9,5,200,997.03,20.18,59.9,8.78,18,83.0,False
4.6,0.35,0.9,5,288,1488.36,19.63,62.6,6.38,19,84.0,False
4.6,0.35,0.9,5,400,1179.57,20.17,59.0,5.17,17,89.0,False
4.6,0.35,0.9,10,150,1068.84,19.46,59.9,5.11,18,95.0,False
4.6,0.35,0.9,10,200,1404.97,21.98,59.5,8.36,19,91.0,False
4.6,0.35,0.9,10,288,1040.74,21.16,59.9,8.07,17,93.0,False
4.6,0.35,0.9,10,400,1279.35,19.27,62.1,6.46,19,101.0,False
